du-id,measTimeStampRf,nrCellIdentity,throughput,x,y,availPrbDl,availPrbUl,measPeriodPrb,pdcpBytesUl,pdcpBytesDl,measPeriodPdcpBytes
1007,2021-06-11T05:40:32.420,c7/B13,0.0,-832.0,555.0,91,91,10,0.0,0.0,10.0
1007,2021-06-11T05:40:32.420,c7/N77,0.0,-832.0,555.0,273,273,10,0.0,0.0,10.0
1008,2021-06-11T05:40:32.420,c8/B2,0.0,-1664.0,0.0,120,120,10,0.0,0.0,10.0
1008,2021-06-11T05:40:32.420,c8/B13,0.0,-1664.0,0.0,91,91,10,0.0,0.0,10.0
1008,2021-06-11T05:40:32.420,c8/N77,0.0,-1664.0,0.0,273,273,10,0.0,0.0,10.0
1009,2021-06-11T05:40:32.420,c9/B2,0.0,-1941.0,-1109.0,120,120,10,0.0,0.0,10.0
1009,2021-06-11T05:40:32.420,c9/B13,0.1,-1941.0,-1109.0,66,66,10,1.024,1.024,10.0
1009,2021-06-11T05:40:32.420,c9/N77,0.1,-1941.0,-1109.0,247,247,10,1.024,1.024,10.0
1010,2021-06-11T05:40:32.420,c10/B2,0.0,-1109.0,-1664.0,120,120,10,0.0,0.0,10.0
1010,2021-06-11T05:40:32.420,c10/B13,0.2,-1109.0,-1664.0,38,38,10,2.048,2.048,10.0
1010,2021-06-11T05:40:32.420,c10/N77,0.0,-1109.0,-1664.0,273,273,10,0.0,0.0,10.0
1011,2021-06-11T05:40:32.420,c11/B2,0.25,0.0,-2219.0,51,51,10,2.56,2.56,10.0
1011,2021-06-11T05:40:32.420,c11/B13,0.0,0.0,-2219.0,91,91,10,0.0,0.0,10.0
1011,2021-06-11T05:40:32.420,c11/N77,0.0,0.0,-2219.0,273,273,10,0.0,0.0,10.0
1012,2021-06-11T05:40:32.420,c12/B2,0.0,832.0,-1664.0,120,120,10,0.0,0.0,10.0
1012,2021-06-11T05:40:32.420,c12/B13,0.0,832.0,-1664.0,91,91,10,0.0,0.0,10.0
1012,2021-06-11T05:40:32.420,c12/N77,0.0,832.0,-1664.0,273,273,10,0.0,0.0,10.0
1013,2021-06-11T05:40:32.420,c13/B2,0.0,1664.0,-1109.0,120,120,10,0.0,0.0,10.0
1013,2021-06-11T05:40:32.420,c13/B13,0.328441256062922,1664.0,-1109.0,1,1,10,3.363238462084323,3.363238462084323,10.0
1013,2021-06-11T05:40:32.420,c13/N77,0.3,1664.0,-1109.0,196,196,10,3.072,3.072,10.0
1001,2021-06-11T05:40:32.430,c1/B2,0.0,0.0,0.0,120,120,10,0.0,0.0,10.0
1001,2021-06-11T05:40:32.430,c1/B13,0.36354588943477,0.0,0.0,1,1,10,3.722709907812054,3.722709907812054,10.0
1001,2021-06-11T05:40:32.430,c1/N77,0.0,0.0,0.0,273,273,10,0.0,0.0,10.0
1002,2021-06-11T05:40:32.430,c2/B2,0.0,-832.0,-555.0,120,120,10,0.0,0.0,10.0
1002,2021-06-11T05:40:32.430,c2/B13,0.0,-832.0,-555.0,91,91,10,0.0,0.0,10.0
1002,2021-06-11T05:40:32.430,c2/N77,0.0,-832.0,-555.0,273,273,10,0.0,0.0,10.0
1003,2021-06-11T05:40:32.430,c3/B2,0.0,-139.0,-1109.0,120,120,10,0.0,0.0,10.0
1003,2021-06-11T05:40:32.430,c3/B13,0.386118816335772,-139.0,-1109.0,0,0,10,3.953856679278307,3.953856679278307,10.0
1003,2021-06-11T05:40:32.430,c3/N77,0.2,-139.0,-1109.0,222,222,10,2.048,2.048,10.0
1004,2021-06-11T05:40:32.430,c4/B2,0.25,832.0,-555.0,41,41,10,2.56,2.56,10.0
1004,2021-06-11T05:40:32.430,c4/B13,0.0,832.0,-555.0,91,91,10,0.0,0.0,10.0
1004,2021-06-11T05:40:32.430,c4/N77,0.0,832.0,-555.0,273,273,10,0.0,0.0,10.0
1005,2021-06-11T05:40:32.430,c5/B2,0.25,832.0,555.0,36,36,10,2.56,2.56,10.0
1005,2021-06-11T05:40:32.430,c5/B13,0.346915712727274,832.0,555.0,1,1,10,3.5524168983272872,3.5524168983272872,10.0
1005,2021-06-11T05:40:32.430,c5/N77,0.0,832.0,555.0,273,273,10,0.0,0.0,10.0
1006,2021-06-11T05:40:32.430,c6/B2,0.332526242159885,0.0,1109.0,0,0,10,3.4050687197172262,3.4050687197172262,10.0
1006,2021-06-11T05:40:32.430,c6/B13,0.392580206094584,0.0,1109.0,0,0,10,4.020021310408541,4.020021310408541,10.0
1006,2021-06-11T05:40:32.430,c6/N77,0.0,0.0,1109.0,273,273,10,0.0,0.0,10.0
1007,2021-06-11T05:40:32.430,c7/B2,0.0,-832.0,555.0,120,120,10,0.0,0.0,10.0
1007,2021-06-11T05:40:32.430,c7/B13,0.0,-832.0,555.0,91,91,10,0.0,0.0,10.0
1007,2021-06-11T05:40:32.430,c7/N77,0.0,-832.0,555.0,273,273,10,0.0,0.0,10.0
1008,2021-06-11T05:40:32.430,c8/B2,0.0,-1664.0,0.0,120,120,10,0.0,0.0,10.0
1008,2021-06-11T05:40:32.430,c8/B13,0.0,-1664.0,0.0,91,91,10,0.0,0.0,10.0
1008,2021-06-11T05:40:32.430,c8/N77,0.0,-1664.0,0.0,273,273,10,0.0,0.0,10.0
1009,2021-06-11T05:40:32.430,c9/B2,0.0,-1941.0,-1109.0,120,120,10,0.0,0.0,10.0
1009,2021-06-11T05:40:32.430,c9/B13,0.1,-1941.0,-1109.0,66,66,10,1.024,1.024,10.0
1009,2021-06-11T05:40:32.430,c9/N77,0.1,-1941.0,-1109.0,247,247,10,1.024,1.024,10.0
1010,2021-06-11T05:40:32.430,c10/B2,0.0,-1109.0,-1664.0,120,120,10,0.0,0.0,10.0
1010,2021-06-11T05:40:32.430,c10/B13,0.2,-1109.0,-1664.0,38,38,10,2.048,2.048,10.0
1010,2021-06-11T05:40:32.430,c10/N77,0.0,-1109.0,-1664.0,273,273,10,0.0,0.0,10.0
1011,2021-06-11T05:40:32.430,c11/B2,0.25,0.0,-2219.0,51,51,10,2.56,2.56,10.0
1011,2021-06-11T05:40:32.430,c11/B13,0.0,0.0,-2219.0,91,91,10,0.0,0.0,10.0
1011,2021-06-11T05:40:32.430,c11/N77,0.0,0.0,-2219.0,273,273,10,0.0,0.0,10.0
1012,2021-06-11T05:40:32.430,c12/B2,0.0,832.0,-1664.0,120,120,10,0.0,0.0,10.0
1012,2021-06-11T05:40:32.430,c12/B13,0.0,832.0,-1664.0,91,91,10,0.0,0.0,10.0
1012,2021-06-11T05:40:32.430,c12/N77,0.0,832.0,-1664.0,273,273,10,0.0,0.0,10.0
1013,2021-06-11T05:40:32.430,c13/B2,0.0,1664.0,-1109.0,120,120,10,0.0,0.0,10.0
1013,2021-06-11T05:40:32.430,c13/B13,0.328441256062922,1664.0,-1109.0,1,1,10,3.363238462084323,3.363238462084323,10.0
1013,2021-06-11T05:40:32.430,c13/N77,0.3,1664.0,-1109.0,196,196,10,3.072,3.072,10.0
1001,2021-06-11T05:40:32.440,c1/B2,0.0,0.0,0.0,120,120,10,0.0,0.0,10.0
1001,2021-06-11T05:40:32.440,c1/B13,0.363568508391568,0.0,0.0,1,1,10,7.445651433741713,7.445651433741713,10.0
1001,2021-06-11T05:40:32.440,c1/N77,0.0,0.0,0.0,273,273,10,0.0,0.0,10.0
1002,2021-06-11T05:40:32.440,c2/B2,0.0,-832.0,-555.0,120,120,10,0.0,0.0,10.0
1002,2021-06-11T05:40:32.440,c2/B13,0.0,-832.0,-555.0,91,91,10,0.0,0.0,10.0
1002,2021-06-11T05:40:32.440,c2/N77,0.0,-832.0,-555.0,273,273,10,0.0,0.0,10.0
1003,2021-06-11T05:40:32.440,c3/B2,0.0,-139.0,-1109.0,120,120,10,0.0,0.0,10.0
1003,2021-06-11T05:40:32.440,c3/B13,0.386118816335772,-139.0,-1109.0,0,0,10,7.907713358556614,7.907713358556614,10.0
1003,2021-06-11T05:40:32.440,c3/N77,0.2,-139.0,-1109.0,222,222,10,4.096,4.096,10.0
1004,2021-06-11T05:40:32.440,c4/B2,0.0,832.0,-555.0,120,120,10,2.56,2.56,10.0
1004,2021-06-11T05:40:32.440,c4/B13,0.25,832.0,-555.0,26,26,10,2.56,2.56,10.0
1004,2021-06-11T05:40:32.440,c4/N77,0.0,832.0,-555.0,273,273,10,0.0,0.0,10.0
1005,2021-06-11T05:40:32.440,c5/B2,0.25,832.0,555.0,36,36,10,5.12,5.12,10.0
1005,2021-06-11T05:40:32.440,c5/B13,0.346915750820702,832.0,555.0,1,1,10,7.10483418673128,7.10483418673128,10.0
1005,2021-06-11T05:40:32.440,c5/N77,0.0,832.0,555.0,273,273,10,0.0,0.0,10.0
1006,2021-06-11T05:40:32.440,c6/B2,0.332526603478681,0.0,1109.0,0,0,10,6.810141139338922,6.810141139338922,10.0
1006,2021-06-11T05:40:32.440,c6/B13,0.392580171455267,0.0,1109.0,0,0,10,8.040042266110477,8.040042266110477,10.0
1006,2021-06-11T05:40:32.440,c6/N77,0.0,0.0,1109.0,273,273,10,0.0,0.0,10.0
1007,2021-06-11T05:40:32.440,c7/B2,0.0,-832.0,555.0,120,120,10,0.0,0.0,10.0
1007,2021-06-11T05:40:32.440,c7/B13,0.0,-832.0,555.0,91,91,10,0.0,0.0,10.0
1007,2021-06-11T05:40:32.440,c7/N77,0.0,-832.0,555.0,273,273,10,0.0,0.0,10.0
1008,2021-06-11T05:40:32.440,c8/B2,0.0,-1664.0,0.0,120,120,10,0.0,0.0,10.0
1008,2021-06-11T05:40:32.440,c8/B13,0.0,-1664.0,0.0,91,91,10,0.0,0.0,10.0
1008,2021-06-11T05:40:32.440,c8/N77,0.0,-1664.0,0.0,273,273,10,0.0,0.0,10.0
1009,2021-06-11T05:40:32.440,c9/B2,0.0,-1941.0,-1109.0,120,120,10,0.0,0.0,10.0
1009,2021-06-11T05:40:32.440,c9/B13,0.1,-1941.0,-1109.0,66,66,10,2.048,2.048,10.0
1009,2021-06-11T05:40:32.440,c9/N77,0.1,-1941.0,-1109.0,247,247,10,2.048,2.048,10.0
1010,2021-06-11T05:40:32.440,c10/B2,0.0,-1109.0,-1664.0,120,120,10,0.0,0.0,10.0
1010,2021-06-11T05:40:32.440,c10/B13,0.2,-1109.0,-1664.0,38,38,10,4.096,4.096,10.0
1010,2021-06-11T05:40:32.440,c10/N77,0.0,-1109.0,-1664.0,273,273,10,0.0,0.0,10.0
1011,2021-06-11T05:40:32.440,c11/B2,0.0,0.0,-2219.0,120,120,10,2.56,2.56,10.0
1011,2021-06-11T05:40:32.440,c11/B13,0.25,0.0,-2219.0,33,33,10,2.56,2.56,10.0
1011,2021-06-11T05:40:32.440,c11/N77,0.0,0.0,-2219.0,273,273,10,0.0,0.0,10.0
1012,2021-06-11T05:40:32.440,c12/B2,0.0,832.0,-1664.0,120,120,10,0.0,0.0,10.0
1012,2021-06-11T05:40:32.440,c12/B13,0.0,832.0,-1664.0,91,91,10,0.0,0.0,10.0
1012,2021-06-11T05:40:32.440,c12/N77,0.0,832.0,-1664.0,273,273,10,0.0,0.0,10.0
1013,2021-06-11T05:40:32.440,c13/B2,0.0,1664.0,-1109.0,120,120,10,0.0,0.0,10.0
1013,2021-06-11T05:40:32.440,c13/B13,0.328455884999194,1664.0,-1109.0,1,1,10,6.726626724476077,6.726626724476077,10.0
1013,2021-06-11T05:40:32.440,c13/N77,0.3,1664.0,-1109.0,196,196,10,6.144000000000001,6.144000000000001,10.0
1001,2021-06-11T05:40:32.450,c1/B2,0.0,0.0,0.0,120,120,10,0.0,0.0,10.0
1001,2021-06-11T05:40:32.450,c1/B13,0.363591138789987,0.0,0.0,1,1,10,11.168824694951184,11.168824694951184,10.0
1001,2021-06-11T05:40:32.450,c1/N77,0.0,0.0,0.0,273,273,10,0.0,0.0,10.0
1002,2021-06-11T05:40:32.450,c2/B2,0.0,-832.0,-555.0,120,120,10,0.0,0.0,10.0
1002,2021-06-11T05:40:32.450,c2/B13,0.0,-832.0,-555.0,91,91,10,0.0,0.0,10.0
1002,2021-06-11T05:40:32.450,c2/N77,0.0,-832.0,-555.0,273,273,10,0.0,0.0,10.0
1003,2021-06-11T05:40:32.450,c3/B2,0.0,-139.0,-1109.0,120,120,10,0.0,0.0,10.0
1003,2021-06-11T05:40:32.450,c3/B13,0.386118816335772,-139.0,-1109.0,0,0,10,11.86157003783492,11.86157003783492,10.0
1003,2021-06-11T05:40:32.450,c3/N77,0.2,-139.0,-1109.0,222,222,10,6.144,6.144,10.0
1004,2021-06-11T05:40:32.450,c4/B2,0.0,832.0,-555.0,120,120,10,2.56,2.56,10.0
1004,2021-06-11T05:40:32.450,c4/B13,0.25,832.0,-555.0,26,26,10,5.12,5.12,10.0
1004,2021-06-11T05:40:32.450,c4/N77,0.0,832.0,-555.0,273,273,10,0.0,0.0,10.0
1005,2021-06-11T05:40:32.450,c5/B2,0.25,832.0,555.0,36,36,10,7.68,7.68,10.0
1005,2021-06-11T05:40:32.450,c5/B13,0.346915788906915,832.0,555.0,1,1,10,10.657251865138097,10.657251865138097,10.0
1005,2021-06-11T05:40:32.450,c5/N77,0.0,832.0,555.0,273,273,10,0.0,0.0,10.0
1006,2021-06-11T05:40:32.450,c6/B2,0.33252696479733,0.0,1109.0,0,0,10,10.215217258863584,10.215217258863584,10.0
1006,2021-06-11T05:40:32.450,c6/B13,0.39258013681523,0.0,1109.0,0,0,10,12.060062867098434,12.060062867098434,10.0
1006,2021-06-11T05:40:32.450,c6/N77,0.0,0.0,1109.0,273,273,10,0.0,0.0,10.0
1007,2021-06-11T05:40:32.450,c7/B2,0.0,-832.0,555.0,120,120,10,0.0,0.0,10.0
1007,2021-06-11T05:40:32.450,c7/B13,0.0,-832.0,555.0,91,91,10,0.0,0.0,10.0
1007,2021-06-11T05:40:32.450,c7/N77,0.0,-832.0,555.0,273,273,10,0.0,0.0,10.0
1008,2021-06-11T05:40:32.450,c8/B2,0.0,-1664.0,0.0,120,120,10,0.0,0.0,10.0
1008,2021-06-11T05:40:32.450,c8/B13,0.0,-1664.0,0.0,91,91,10,0.0,0.0,10.0
1008,2021-06-11T05:40:32.450,c8/N77,0.0,-1664.0,0.0,273,273,10,0.0,0.0,10.0
1009,2021-06-11T05:40:32.450,c9/B2,0.0,-1941.0,-1109.0,120,120,10,0.0,0.0,10.0
1009,2021-06-11T05:40:32.450,c9/B13,0.1,-1941.0,-1109.0,66,66,10,3.072,3.072,10.0
1009,2021-06-11T05:40:32.450,c9/N77,0.1,-1941.0,-1109.0,247,247,10,3.072,3.072,10.0
1010,2021-06-11T05:40:32.450,c10/B2,0.0,-1109.0,-1664.0,120,120,10,0.0,0.0,10.0
1010,2021-06-11T05:40:32.450,c10/B13,0.2,-1109.0,-1664.0,38,38,10,6.144,6.144,10.0
1010,2021-06-11T05:40:32.450,c10/N77,0.0,-1109.0,-1664.0,273,273,10,0.0,0.0,10.0
1011,2021-06-11T05:40:32.450,c11/B2,0.0,0.0,-2219.0,120,120,10,2.56,2.56,10.0
1011,2021-06-11T05:40:32.450,c11/B13,0.25,0.0,-2219.0,33,33,10,5.12,5.12,10.0
1011,2021-06-11T05:40:32.450,c11/N77,0.0,0.0,-2219.0,273,273,10,0.0,0.0,10.0
1012,2021-06-11T05:40:32.450,c12/B2,0.0,832.0,-1664.0,120,120,10,0.0,0.0,10.0
1012,2021-06-11T05:40:32.450,c12/B13,0.0,832.0,-1664.0,91,91,10,0.0,0.0,10.0
1012,2021-06-11T05:40:32.450,c12/N77,0.0,832.0,-1664.0,273,273,10,0.0,0.0,10.0
1013,2021-06-11T05:40:32.450,c13/B2,0.0,1664.0,-1109.0,120,120,10,0.0,0.0,10.0
1013,2021-06-11T05:40:32.450,c13/B13,0.32847051616645,1664.0,-1109.0,1,1,10,10.09016481002053,10.09016481002053,10.0
1013,2021-06-11T05:40:32.450,c13/N77,0.3,1664.0,-1109.0,196,196,10,9.216,9.216,10.0
1001,2021-06-11T05:40:32.460,c1/B2,0.0,0.0,0.0,120,120,10,0.0,0.0,10.0
1001,2021-06-11T05:40:32.460,c1/B13,0.363613780641326,0.0,0.0,1,1,10,14.892229808718367,14.892229808718367,10.0
1001,2021-06-11T05:40:32.460,c1/N77,0.0,0.0,0.0,273,273,10,0.0,0.0,10.0
1002,2021-06-11T05:40:32.460,c2/B2,0.0,-832.0,-555.0,120,120,10,0.0,0.0,10.0
1002,2021-06-11T05:40:32.460,c2/B13,0.0,-832.0,-555.0,91,91,10,0.0,0.0,10.0
1002,2021-06-11T05:40:32.460,c2/N77,0.0,-832.0,-555.0,273,273,10,0.0,0.0,10.0
1003,2021-06-11T05:40:32.460,c3/B2,0.0,-139.0,-1109.0,120,120,10,0.0,0.0,10.0
1003,2021-06-11T05:40:32.460,c3/B13,0.386118816335772,-139.0,-1109.0,0,0,10,15.815426717113228,15.815426717113228,10.0
1003,2021-06-11T05:40:32.460,c3/N77,0.2,-139.0,-1109.0,222,222,10,8.192,8.192,10.0
1004,2021-06-11T05:40:32.460,c4/B2,0.0,832.0,-555.0,120,120,10,2.56,2.56,10.0
1004,2021-06-11T05:40:32.460,c4/B13,0.25,832.0,-555.0,26,26,10,7.68,7.68,10.0
1004,2021-06-11T05:40:32.460,c4/N77,0.0,832.0,-555.0,273,273,10,0.0,0.0,10.0
1005,2021-06-11T05:40:32.460,c5/B2,0.25,832.0,555.0,36,36,10,10.24,10.24,10.0
1005,2021-06-11T05:40:32.460,c5/B13,0.346915826985913,832.0,555.0,1,1,10,14.209669933473856,14.209669933473856,10.0
1005,2021-06-11T05:40:32.460,c5/N77,0.0,832.0,555.0,273,273,10,0.0,0.0,10.0
1006,2021-06-11T05:40:32.460,c6/B2,0.332527326115832,0.0,1109.0,0,0,10,13.62029707828971,13.62029707828971,10.0
1006,2021-06-11T05:40:32.460,c6/B13,0.392580102174472,0.0,1109.0,0,0,10,16.080083113365035,16.080083113365035,10.0
1006,2021-06-11T05:40:32.460,c6/N77,0.0,0.0,1109.0,273,273,10,0.0,0.0,10.0
1007,2021-06-11T05:40:32.460,c7/B2,0.0,-832.0,555.0,120,120,10,0.0,0.0,10.0
1007,2021-06-11T05:40:32.460,c7/B13,0.0,-832.0,555.0,91,91,10,0.0,0.0,10.0
1007,2021-06-11T05:40:32.460,c7/N77,0.0,-832.0,555.0,273,273,10,0.0,0.0,10.0
1008,2021-06-11T05:40:32.460,c8/B2,0.0,-1664.0,0.0,120,120,10,0.0,0.0,10.0
1008,2021-06-11T05:40:32.460,c8/B13,0.0,-1664.0,0.0,91,91,10,0.0,0.0,10.0
1008,2021-06-11T05:40:32.460,c8/N77,0.0,-1664.0,0.0,273,273,10,0.0,0.0,10.0
1009,2021-06-11T05:40:32.460,c9/B2,0.0,-1941.0,-1109.0,120,120,10,0.0,0.0,10.0
1009,2021-06-11T05:40:32.460,c9/B13,0.1,-1941.0,-1109.0,66,66,10,4.096,4.096,10.0
1009,2021-06-11T05:40:32.460,c9/N77,0.1,-1941.0,-1109.0,247,247,10,4.096,4.096,10.0
1010,2021-06-11T05:40:32.460,c10/B2,0.0,-1109.0,-1664.0,120,120,10,0.0,0.0,10.0
1010,2021-06-11T05:40:32.460,c10/B13,0.2,-1109.0,-1664.0,38,38,10,8.192,8.192,10.0
1010,2021-06-11T05:40:32.460,c10/N77,0.0,-1109.0,-1664.0,273,273,10,0.0,0.0,10.0
1011,2021-06-11T05:40:32.460,c11/B2,0.0,0.0,-2219.0,120,120,10,2.56,2.56,10.0
1011,2021-06-11T05:40:32.460,c11/B13,0.25,0.0,-2219.0,33,33,10,7.68,7.68,10.0
1011,2021-06-11T05:40:32.460,c11/N77,0.0,0.0,-2219.0,273,273,10,0.0,0.0,10.0
1012,2021-06-11T05:40:32.460,c12/B2,0.0,832.0,-1664.0,120,120,10,0.0,0.0,10.0
1012,2021-06-11T05:40:32.460,c12/B13,0.0,832.0,-1664.0,91,91,10,0.0,0.0,10.0
1012,2021-06-11T05:40:32.460,c12/N77,0.0,832.0,-1664.0,273,273,10,0.0,0.0,10.0
1013,2021-06-11T05:40:32.460,c13/B2,0.0,1664.0,-1109.0,120,120,10,0.0,0.0,10.0
1013,2021-06-11T05:40:32.460,c13/B13,0.328485149565347,1664.0,-1109.0,1,1,10,13.453852741569683,13.453852741569683,10.0
1013,2021-06-11T05:40:32.460,c13/N77,0.3,1664.0,-1109.0,196,196,10,12.288000000000002,12.288000000000002,10.0
1001,2021-06-11T05:40:32.470,c1/B2,0.0,0.0,0.0,120,120,10,0.0,0.0,10.0
1001,2021-06-11T05:40:32.470,c1/B13,0.363636433956901,0.0,0.0,1,1,10,18.615866892437044,18.615866892437044,10.0
1001,2021-06-11T05:40:32.470,c1/N77,0.0,0.0,0.0,273,273,10,0.0,0.0,10.0
1002,2021-06-11T05:40:32.470,c2/B2,0.0,-832.0,-555.0,120,120,10,0.0,0.0,10.0
1002,2021-06-11T05:40:32.470,c2/B13,0.0,-832.0,-555.0,91,91,10,0.0,0.0,10.0
1002,2021-06-11T05:40:32.470,c2/N77,0.0,-832.0,-555.0,273,273,10,0.0,0.0,10.0
1003,2021-06-11T05:40:32.470,c3/B2,0.0,-139.0,-1109.0,120,120,10,0.0,0.0,10.0
1003,2021-06-11T05:40:32.470,c3/B13,0.386118816335772,-139.0,-1109.0,0,0,10,19.769283396391536,19.769283396391536,10.0
1003,2021-06-11T05:40:32.470,c3/N77,0.2,-139.0,-1109.0,222,222,10,10.24,10.24,10.0
1004,2021-06-11T05:40:32.470,c4/B2,0.0,832.0,-555.0,120,120,10,2.56,2.56,10.0
1004,2021-06-11T05:40:32.470,c4/B13,0.25,832.0,-555.0,26,26,10,10.24,10.24,10.0
1004,2021-06-11T05:40:32.470,c4/N77,0.0,832.0,-555.0,273,273,10,0.0,0.0,10.0
1005,2021-06-11T05:40:32.470,c5/B2,0.25,832.0,555.0,36,36,10,12.8,12.8,10.0
1005,2021-06-11T05:40:32.470,c5/B13,0.346915865057696,832.0,555.0,1,1,10,17.76208839166467,17.76208839166467,10.0
1005,2021-06-11T05:40:32.470,c5/N77,0.0,832.0,555.0,273,273,10,0.0,0.0,10.0
1006,2021-06-11T05:40:32.470,c6/B2,0.332527687434188,0.0,1109.0,0,0,10,17.025380597615797,17.025380597615797,10.0
1006,2021-06-11T05:40:32.470,c6/B13,0.392580067532995,0.0,1109.0,0,0,10,20.10010300490292,20.10010300490292,10.0
1006,2021-06-11T05:40:32.470,c6/N77,0.0,0.0,1109.0,273,273,10,0.0,0.0,10.0
1007,2021-06-11T05:40:32.470,c7/B2,0.0,-832.0,555.0,120,120,10,0.0,0.0,10.0
1007,2021-06-11T05:40:32.470,c7/B13,0.0,-832.0,555.0,91,91,10,0.0,0.0,10.0
1007,2021-06-11T05:40:32.470,c7/N77,0.0,-832.0,555.0,273,273,10,0.0,0.0,10.0
1008,2021-06-11T05:40:32.470,c8/B2,0.0,-1664.0,0.0,120,120,10,0.0,0.0,10.0
1008,2021-06-11T05:40:32.470,c8/B13,0.0,-1664.0,0.0,91,91,10,0.0,0.0,10.0
1008,2021-06-11T05:40:32.470,c8/N77,0.0,-1664.0,0.0,273,273,10,0.0,0.0,10.0
1009,2021-06-11T05:40:32.470,c9/B2,0.0,-1941.0,-1109.0,120,120,10,0.0,0.0,10.0
1009,2021-06-11T05:40:32.470,c9/B13,0.1,-1941.0,-1109.0,66,66,10,5.12,5.12,10.0
1009,2021-06-11T05:40:32.470,c9/N77,0.1,-1941.0,-1109.0,247,247,10,5.12,5.12,10.0
1010,2021-06-11T05:40:32.470,c10/B2,0.0,-1109.0,-1664.0,120,120,10,0.0,0.0,10.0
1010,2021-06-11T05:40:32.470,c10/B13,0.2,-1109.0,-1664.0,38,38,10,10.24,10.24,10.0
1010,2021-06-11T05:40:32.470,c10/N77,0.0,-1109.0,-1664.0,273,273,10,0.0,0.0,10.0
1011,2021-06-11T05:40:32.470,c11/B2,0.0,0.0,-2219.0,120,120,10,2.56,2.56,10.0
1011,2021-06-11T05:40:32.470,c11/B13,0.25,0.0,-2219.0,33,33,10,10.24,10.24,10.0
1011,2021-06-11T05:40:32.470,c11/N77,0.0,0.0,-2219.0,273,273,10,0.0,0.0,10.0
1012,2021-06-11T05:40:32.470,c12/B2,0.0,832.0,-1664.0,120,120,10,0.0,0.0,10.0
1012,2021-06-11T05:40:32.470,c12/B13,0.0,832.0,-1664.0,91,91,10,0.0,0.0,10.0
1012,2021-06-11T05:40:32.470,c12/N77,0.0,832.0,-1664.0,273,273,10,0.0,0.0,10.0
1013,2021-06-11T05:40:32.470,c13/B2,0.0,1664.0,-1109.0,120,120,10,0.0,0.0,10.0
1013,2021-06-11T05:40:32.470,c13/B13,0.328499785196542,1664.0,-1109.0,1,1,10,16.817690541982284,16.817690541982284,10.0
1013,2021-06-11T05:40:32.470,c13/N77,0.3,1664.0,-1109.0,196,196,10,15.360000000000005,15.360000000000005,10.0
1001,2021-06-11T05:40:32.480,c1/B2,0.0,0.0,0.0,120,120,10,0.0,0.0,10.0
1001,2021-06-11T05:40:32.480,c1/B13,0.363659098748045,0.0,0.0,1,1,10,22.339736063617025,22.339736063617025,10.0
1001,2021-06-11T05:40:32.480,c1/N77,0.0,0.0,0.0,273,273,10,0.0,0.0,10.0
1002,2021-06-11T05:40:32.480,c2/B2,0.0,-832.0,-555.0,120,120,10,0.0,0.0,10.0
